"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"TTY50-20170825",-5.24104401106425,32.6340489242312,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY51-20170825",-9.07267262924613,11.815949882855,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY5-20170825",37.4774910993576,0.483757540280126,"CD4_C01-CCR7","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY52-20170825",1.32727194117329,40.8192817018915,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY54-20170825",-19.8565165528126,11.4191118387254,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY55-20170825",-1.68855755406754,-3.67601388574284,"CD4_C07-GZMK","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY57-20170825",-23.5553651991371,11.6558300816936,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY58-20170825",-3.76934514362621,42.5733269918346,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY59-20170825",-7.45810985628967,35.7470600810671,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY60-20170825",-13.8190995020177,11.3972659259351,"CD4_C05-CXCR6","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY61-20170825",-6.88096432594801,36.0377948812507,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY6-20170825",6.93565241879197,31.9917444960478,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY66-20170825",-22.0271297036686,13.2305873635921,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY69-20170825",23.7142308591829,9.26012527325719,"CD4_C10-IKZF2","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY72-20170825",-3.55333285658217,41.957618349629,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY74-20170825",8.05203988187937,26.2396736758961,"CD4_C11-IL10","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY75-20170825",11.8303344495135,7.21149095803324,"CD4_C04-TCF7","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY76-20170825",-8.75693204107688,11.183641683897,"CD4_C07-GZMK","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY77-20170825",-21.5128258018411,13.2103101999792,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY78-20170825",-21.2538486916515,13.2352290135048,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY90-20170825",-23.1063975661021,10.7106979021934,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY91-20170825",6.51988752858726,29.6459560633436,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY92-20170825",-2.80877353392008,39.1953131524361,"CD4_C12-CCR8","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY94-20170825",-26.8777237263533,1.37407161163683,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTY95-20170825",-23.7150676662418,11.7928250978096,"CD4_C09-CXCL13","P0825","TTY","CD4","diverse","log2(TPM + 1)"
"TTC193-160909-ZL",-35.2708978884042,-7.27225265842106,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC194-160909-ZL",-23.5697556645661,-10.0263754891438,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC195-160909-ZL",-20.5307654126387,-8.07413225549992,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC197-160909-ZL",-29.0530937780054,-9.36267075312655,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC198-160909-ZL",-23.8280872635163,-10.9030924181332,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC200-160909-ZL",-23.9319722405444,-9.86413792075422,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC202-160909-ZL",-20.8664150123264,-7.6905449155413,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC204-160909-ZL",-27.210853983018,-9.05766305547506,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC205-160909-ZL",-23.5840126273722,-3.83469588430588,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC207-160909-ZL",-20.2120088057888,-13.0380779218899,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC208-160909-ZL",-22.7208932909564,-3.84188534426586,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC209-160909-ZL",-15.9658063966609,-7.23892986986633,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC210-160909-ZL",-21.7041674559293,-9.32234262010052,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC211-160909-ZL",-28.4897273773832,-8.31909898653312,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC21-160909-ZL",-7.46547856583313,-15.8134980036903,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC212-160909-ZL",-22.9276455754635,-3.69591993001939,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC214-160909-ZL",-30.468656104562,-19.3002112710887,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC215-160909-ZL",-21.6591570262483,-3.59433178862193,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC216-160909-ZL",-22.657162563005,-3.71456342350063,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC217-160909-ZL",-30.565777653325,-19.6519951096585,"CD8_C06-CD160","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC218-160909-ZL",-23.0469331360338,-4.58306186852138,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC219-160909-ZL",-24.639589112255,0.0953555819112792,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC220-160909-ZL",-22.6269106447224,-4.899765617987,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC221-160909-ZL",-27.7231590101017,-8.28302651629219,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC22-160909-ZL",-18.273204985634,-12.8327951204962,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC223-160909-ZL",-23.225457112304,-8.26637065669147,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC224-160909-ZL",-20.3754099214751,-4.23998387461599,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC226-160909-ZL",5.37404126847719,-3.43819144697033,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC228-160909-ZL",5.18487419615447,-3.69227851140686,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC229-160909-ZL",-21.9443619244136,-3.39248668595827,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC23-160909-ZL",-28.5080203369235,-5.23123851103792,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC232-160909-ZL",-22.8042447529035,-11.0114681074934,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC233-160909-ZL",-28.1402195393335,-9.91615611608501,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC235-160909-ZL",-23.0786439003932,-4.30449008771614,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC236-160909-ZL",-22.1716878656311,-0.801443240041863,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC239-160909-ZL",-9.43372846735804,-18.861449949172,"CD8_C05-CD6","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC241-160909-ZL",-40.3182933682736,-2.44452615293871,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC24-160909-ZL",-3.18097455540166,-16.1497775098152,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC242-160909-ZL",-28.4356570186045,-8.00163128345077,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC244-160909-ZL",-0.953556837846319,-29.2118782212,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC245-160909-ZL",5.35474601489903,-29.619410997138,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC246-160909-ZL",-11.1644029764717,-9.97726879781266,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC249-160909-ZL",2.02999458237622,-14.2998366571218,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC250-160909-ZL",-20.7896161789143,-7.53393619297667,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC251-160909-ZL",-21.8332083818162,-4.4352283406689,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC252-160909-ZL",-22.8770136775543,-5.63823997249849,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC253-160909-ZL",-0.511424585723027,-27.8904255176169,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC255-160909-ZL",-0.599360494556918,-27.6570520622325,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC256-160909-ZL",-28.6488714473338,-8.17363561227046,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC257-160909-ZL",-27.8754178805088,-5.58693578163771,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC258-160909-ZL",-22.843205513698,-11.089542273032,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC259-160909-ZL",-30.705970518547,-21.2814644718481,"CD8_C06-CD160","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC260-160909-ZL",-20.1791732644552,-16.6020418133503,"CD8_C05-CD6","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC261-160909-ZL",-23.9779276351383,-6.40850045379053,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC262-160909-ZL",-23.2323550747737,-13.2469550293782,"CD8_C05-CD6","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC264-160909-ZL",-22.2719775244062,-8.4048343738443,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC268-160909-ZL",0.682415100176218,26.0955891460974,"CD8_C05-CD6","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC270-160909-ZL",-21.3944160151403,-6.87316478188151,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC272-160909-ZL",-35.1307402274883,-8.73547832710335,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC274-160909-ZL",-35.0830291916305,-8.55791056575947,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC275-160909-ZL",-27.6408386850136,-8.57041210431772,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC276-160909-ZL",-29.9010116088424,-16.7263376371756,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC277-160909-ZL",-20.5616876707557,-5.21196750011071,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC279-160909-ZL",5.92999393733549,-4.49531236658184,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC280-160909-ZL",-23.148372661799,-2.68221309832641,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC282-160909-ZL",-20.3794254626225,-8.23862134277281,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC30-160909-ZL",-24.5182338808938,-3.99754779430558,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC31-160909-ZL",-27.9971682505404,-2.49105867438623,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC32-160909-ZL",-21.4425175139895,-4.80449679059563,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC33-160909-ZL",-24.5754714436094,-9.21159724704715,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC35-160909-ZL",-0.296184151671821,-34.2023670775978,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC36-160909-ZL",-19.6578516573584,-13.2339742314225,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC37-160909-ZL",8.42152602598259,-5.35810066006841,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC38-160909-ZL",4.11694095257247,-29.8623753964517,"CD8_C03-CX3CR1","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC39-160909-ZL",-21.9158254453241,-5.98616276649683,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC40-160909-ZL",5.5508084975975,-3.9774266320505,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC42-160909-ZL",-24.8251539552994,-10.2759018623799,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC46-160909-ZL",-24.4377339099127,-10.2842343223288,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC47-160909-ZL",-21.692424485112,-5.39943720210666,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC48-160909-ZL",-28.8765804214372,-7.41417186176671,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC49-160909-ZL",-22.3167422826151,-7.01341707179357,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC51-160909-ZL",-22.378040699089,-4.9630327866949,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC53-160909-ZL",-1.75419075989473,-16.02709721769,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC54-160909-ZL",-21.1171444158802,-6.54186818746404,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC56-160909-ZL",-28.3041797532028,-5.38288327873138,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC57-160909-ZL",-0.862231489952921,-27.0485932987107,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC59-160909-ZL",-8.97875422416413,-21.1502341503083,"CD8_C05-CD6","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC60-160909-ZL",-21.6730433086971,-4.93758751770114,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC61-160909-ZL",-29.6021347382403,-16.6456026045783,"CD8_C06-CD160","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC63-160909-ZL",-8.313201994332,-20.6492616299893,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC64-160909-ZL",-21.9889802851815,-5.43575685312466,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC65-160909-ZL",-7.15872169122368,-11.1045111251015,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC66-160909-ZL",-29.9089216028048,-21.1522157883093,"CD8_C06-CD160","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC67-160909-ZL",-30.2824234085413,-16.2343470229391,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC68-160909-ZL",-23.3123641807482,-3.47007872676305,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC69-160909-ZL",0.614825987614982,25.7955967747746,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC70-160909-ZL",-25.3922885885336,-3.32865254145511,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC71-160909-ZL",-2.171241939744,-15.8280023440982,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC73-160909-ZL",-27.1589866089084,-3.94094765583461,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC74-160909-ZL",-21.191009449129,-4.68220145489479,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC75-160909-ZL",-28.3384234145249,-10.0217021989589,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC76-160909-ZL",-21.8151049037508,-2.5293528352715,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC77-160909-ZL",6.37083933059619,-4.97566584200816,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC79-160909-ZL",-27.9197413697696,-9.91180713759428,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC80-160909-ZL",-23.0670095938525,-8.37456732866794,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC83-160909-ZL",-19.5778349888034,-6.23489312738218,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC84-160909-ZL",-21.3350237875,-5.03031606548956,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC86-160909-ZL",-3.60341114498822,-17.3662508530148,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC87-160909-ZL",-18.3549361544071,-12.9368947774994,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC88-160909-ZL",5.30971346160996,-3.61469406151895,"MAIT","P0909","TTC","CD8","MAIT","log2(TPM + 1)"
"TTC89-160909-ZL",-20.5948893467151,-7.80110434388595,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC93-160909-ZL",-22.852023198588,-10.3611497011946,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTC95-160909-ZL",-28.7185629039317,-5.59220637355309,"CD8_C07-HAVCR2","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTH194-160909-ZL",-21.1251212687131,10.1733804383958,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH203-160909-ZL",-17.6348522110467,10.6558658454198,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH205-160909-ZL",-17.4233978620356,13.8467819765692,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH207-160909-ZL",-17.5827050923596,13.7952859899852,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH209-160909-ZL",-15.9461067695491,7.74706167589718,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH213-160909-ZL",-17.0016388246647,7.37028133266783,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH215-160909-ZL",14.478418686569,7.11762996955143,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH217-160909-ZL",-17.0575003002485,10.8686160825596,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH218-160909-ZL",-17.5241430166398,9.86724027061626,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH220-160909-ZL",-16.9247440643407,10.3880530742153,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH222-160909-ZL",-18.059351573075,6.96649397211139,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH223-160909-ZL",1.22481645973862,27.8920729723046,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH226-160909-ZL",-19.4697013787392,8.11769112303864,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH229-160909-ZL",-16.8389508871647,10.6393050465828,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH230-160909-ZL",-17.2108763325088,11.8983368975346,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH233-160909-ZL",14.3890494956426,6.91653296630401,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH234-160909-ZL",-19.5065667246278,9.24276472888181,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH236-160909-ZL",-17.3603201687471,10.0634383441184,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH243-160909-ZL",-16.7224770586942,9.37461475240639,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH244-160909-ZL",-23.1825242198614,8.42171335302457,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH249-160909-ZL",-0.183913976460656,26.6148599927258,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH250-160909-ZL",-17.1976213241808,11.6201565839766,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH251-160909-ZL",-2.89575218164854,30.665465927646,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH252-160909-ZL",-16.6797199241766,11.1371467957568,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH257-160909-ZL",-16.6353586074736,10.0255443160979,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH259-160909-ZL",-18.3098922136748,7.84615774395804,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH262-160909-ZL",4.99367822661347,-8.20948965331625,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"NTC10-0909-ZL",-20.3431440211968,-8.91261633764098,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC11-0909-ZL",-24.0135124126838,-4.03731797724724,"CD8_C07-HAVCR2","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC12-0909-ZL",4.12976186231976,-28.3519618374982,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC15-0909-ZL",-20.5913530060062,-7.74398093937575,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC16-0909-ZL",-8.49022951906528,-21.2910642400925,"CD8_C05-CD6","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC17-0909-ZL",-28.5645951511476,-9.8933935161281,"CD8_C07-HAVCR2","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC19-0909-ZL",-21.4623114593015,-5.15371569687089,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC20-0909-ZL",-22.144553316519,-12.1197721091981,"CD8_C05-CD6","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC25-0909-ZL",-7.66792407800506,-15.7308505237674,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC26-0909-ZL",-25.4781587964675,-9.99013916633462,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC27-0909-ZL",5.76853105810924,-4.36329425123635,"MAIT","P0909","NTC","CD8","MAIT","log2(TPM + 1)"
"NTC28-0909-ZL",-22.6972808795224,-11.4732672356077,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC30-0909-ZL",-29.6078378667929,-16.4970034291681,"CD8_C05-CD6","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC31-0909-ZL",-13.3354909168171,-13.1503232714914,"CD8_C04-GZMK","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC36-0909-ZL",7.51379729640394,-9.88591692423542,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC41-0909-ZL",11.6295547421569,-24.9410334778286,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC57-0909-ZL",11.6916716796603,-24.919315261715,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC58-0909-ZL",11.7444373818216,-24.8954800722858,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"NTC7-0909-ZL",4.38241749890346,-29.9466066039071,"CD8_C03-CX3CR1","P0909","NTC","CD8","diverse","log2(TPM + 1)"
"PTC10-0909-ZL",31.2908354624611,-22.6105075193213,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC1-0909-ZL",9.70897575341261,-6.6038367131574,"MAIT","P0909","PTC","CD8","MAIT","log2(TPM + 1)"
"PTC11-0909-ZL",32.8473254691846,-22.6829299671351,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC15-0909-ZL",19.5723336100429,-16.3349093313214,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC16-0909-ZL",5.1249686093485,-30.8642860716244,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC17-0909-ZL",31.4104267784595,-22.6645730133374,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC18-0909-ZL",33.5112114927236,-22.4922378926739,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC19-0909-ZL",30.61143537769,-23.1760292381644,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC20-0909-ZL",9.70827570670458,-6.11386903229666,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC2-0909-ZL",31.358185958488,-22.5788983556532,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC21-0909-ZL",19.587222157279,-16.2498152446429,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
