"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"PTC22-0909-ZL",31.6931121968075,-22.0967311628997,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC28-0909-ZL",4.81188757230367,-29.4641081092854,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC30-0909-ZL",9.61707123320294,-6.41125577017084,"MAIT","P0909","PTC","CD8","MAIT","log2(TPM + 1)"
"PTC3-0909-ZL",31.3125007683142,-22.4576105226702,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC31-0909-ZL",31.6282852623747,-22.9611802352598,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC34-0909-ZL",0.688386813660467,-36.4720753737942,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC35-0909-ZL",31.3639008841633,-22.9462247200489,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC36-0909-ZL",9.66589683436632,-6.03294059222195,"MAIT","P0909","PTC","CD8","MAIT","log2(TPM + 1)"
"PTC37-0909-ZL",30.5413690011949,-23.3092917344607,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC38-0909-ZL",0.816674612624961,-33.0319751274938,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC42-0909-ZL",0.205922708065158,-34.2266771048665,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC44-0909-ZL",32.7087376863877,-22.9736240217438,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC47-0909-ZL",30.7881740119834,-22.6563391602217,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC48-0909-ZL",5.01157972755018,-29.814124895873,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC50-0909-ZL",31.4444606792459,-22.3006080992245,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC51-0909-ZL",31.1715389774551,-22.8451730686219,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC53-0909-ZL",32.9092059103612,-22.8640323438279,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC54-0909-ZL",4.09999795814312,-29.8596991671331,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC55-0909-ZL",33.303070454123,-21.187639822558,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC56-0909-ZL",31.3829198439681,-22.8391074620733,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC58-0909-ZL",20.5964472338743,-14.4761290187034,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC59-0909-ZL",31.4234517676322,-21.9375821636924,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC6-0909-ZL",5.33353643831718,-30.4551544140282,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC61-0909-ZL",31.5780376773787,-22.274128983236,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC62-0909-ZL",3.79502350658995,-22.1009431918768,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC64-0909-ZL",5.99234595553052,-30.6411804547888,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC66-0909-ZL",4.34385807497854,-17.4073313067366,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC67-0909-ZL",0.086322643622796,-33.988071736668,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC69-0909-ZL",31.4745724554906,-22.3778909030905,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC70-0909-ZL",31.9900080446948,-21.8000299338949,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC7-0909-ZL",30.8402059326153,-22.7666409415975,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC71-0909-ZL",31.1878608479568,-22.6152131710023,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC73-0909-ZL",4.16602860976893,-16.4407975256147,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC74-0909-ZL",31.6855199446765,-22.1340506161489,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC76-0909-ZL",31.3952490768068,-22.6116220921301,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC77-0909-ZL",20.2624208686639,-13.0516516199376,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC79-0909-ZL",5.3909326693024,-30.819364987896,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC80-0909-ZL",6.71113634254971,-27.4565460886234,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC8-0909-ZL",20.1472922936856,-13.3746761210169,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC81-0909-ZL",32.3712708810279,-21.9456839153711,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC82-0909-ZL",30.7812340215391,-23.0189394860239,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC84-0909-ZL",9.64665432785315,-6.52877525444678,"MAIT","P0909","PTC","CD8","MAIT","log2(TPM + 1)"
"PTC85-0909-ZL",33.9321698567751,-21.9605777026355,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC87-0909-ZL",31.7635108138112,-23.1780054724893,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC88-0909-ZL",5.86374252401341,-30.7316980616154,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC89-0909-ZL",20.1082990093405,-13.5027328373739,"CD8_C02-GPR183","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC9-0909-ZL",31.5215412675831,-22.6582774238874,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC91-0909-ZL",32.7291648628419,-22.8181046464895,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC92-0909-ZL",5.25603459374889,-30.5166521890299,"CD8_C03-CX3CR1","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTC95-0909-ZL",31.5775950439689,-22.0395118342358,"CD8_C01-CCR7","P0909","PTC","CD8","diverse","log2(TPM + 1)"
"PTH10-0909-ZL",36.638528515968,-8.98848050073559,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH11-0909-ZL",37.0353762499758,-8.16306784581949,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH13-0909-ZL",36.774636121098,-8.36214982381168,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH14-0909-ZL",22.7985702815826,0.615665856939204,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH17-0909-ZL",36.8222180440073,-9.09821980194633,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH19-0909-ZL",20.5472570832797,0.293311238095919,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH2-0909-ZL",37.0517091392904,-9.85930653032492,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH21-0909-ZL",14.0573772158893,-5.51304444597737,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH23-0909-ZL",19.8794279011979,-5.96733129613412,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH24-0909-ZL",26.2413169020281,3.50443808246417,"CD4_C10-IKZF2","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH25-0909-ZL",26.930315625324,7.10129331563775,"CD4_C10-IKZF2","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH31-0909-ZL",36.9157625916357,-8.71696719252912,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH33-0909-ZL",36.499138690417,-9.74889361697599,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH34-0909-ZL",14.2355241773037,-6.4865225971377,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH37-0909-ZL",14.9469134921742,-11.9393739534067,"CD4_C03-CX3CR1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH38-0909-ZL",36.4982428744317,-9.72457315141157,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH4-0909-ZL",16.7461214406538,-8.52915079557772,"CD4_C10-IKZF2","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH42-0909-ZL",21.8937357526552,-0.785385359831636,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH43-0909-ZL",37.1170018154131,-7.82308415681418,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH44-0909-ZL",24.6496900084374,-1.70424067624993,"CD4_C10-IKZF2","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH47-0909-ZL",35.8101872770132,-8.82072779296658,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH49-0909-ZL",36.9203184787388,-7.96166380689857,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH5-0909-ZL",24.3723461869309,-1.62765096757237,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH51-0909-ZL",36.8134113163615,-9.79395138595802,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH55-0909-ZL",34.6368213409663,-10.1473805341778,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH57-0909-ZL",15.2676838505505,-25.0558896926484,"CD4_C03-CX3CR1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH6-0909-ZL",19.7790154334648,-8.11945294330288,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH61-0909-ZL",36.4806524039581,-9.49581779533329,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH64-0909-ZL",36.1140811838951,-9.47949255520359,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH66-0909-ZL",20.3294469213953,-2.71525576575378,"CD4_C02-ANXA1","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH68-0909-ZL",36.5658936306114,-9.6578035491219,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH69-0909-ZL",36.8164991670398,-8.77419771615511,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH8-0909-ZL",37.2660182407285,-9.08556938629143,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTH9-0909-ZL",37.1222302164078,-9.90931363276662,"CD4_C01-CCR7","P0909","PTH","CD4","diverse","log2(TPM + 1)"
"PTR1-0909-ZL",21.3592141431406,-1.56414618212579,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR11-0909-ZL",17.1907807301634,-3.5777996156257,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR13-0909-ZL",26.4969496792471,8.9809042399472,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR16-0909-ZL",26.7013869666919,8.82001964251177,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR17-0909-ZL",24.7266957783227,6.78180134792684,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR19-0909-ZL",26.7891143158918,13.1455030204326,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR22-0909-ZL",26.8283131795235,5.41463208364779,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR26-0909-ZL",24.0057978921817,4.23731024551956,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR28-0909-ZL",24.3536356866545,5.24402758871271,"CD4_C01-CCR7","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR31-0909-ZL",27.2559480025003,10.1940100057379,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR33-0909-ZL",26.3654530812996,8.44009987121043,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR34-0909-ZL",20.0653867385918,-5.21899431404312,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR37-0909-ZL",22.8416276459587,6.55523517620394,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR38-0909-ZL",24.57771074028,5.59385352709468,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR42-0909-ZL",24.4259127176378,5.40169621667002,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR43-0909-ZL",24.3688067934563,5.20107324968318,"CD4_C01-CCR7","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR44-0909-ZL",24.4790588340362,5.3461474572163,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR45-0909-ZL",24.4221252052533,5.34452414919677,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR47-0909-ZL",25.6420022477704,8.11208289418003,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR5-0909-ZL",24.3566137699686,5.16620487254396,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR51-0909-ZL",25.0342120343657,6.846662888151,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR54-0909-ZL",26.4464461034449,8.68601046224513,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR55-0909-ZL",26.9960205149608,9.04767158942581,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR57-0909-ZL",24.2390898888909,3.74465081640924,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR59-0909-ZL",26.7638344244719,5.35502990273332,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR6-0909-ZL",26.5371148387617,9.12313921951313,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR61-0909-ZL",26.5625881118686,9.09376951361861,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR62-0909-ZL",25.1961147390589,2.15318243471015,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR63-0909-ZL",24.9106941362057,6.15218131755147,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR68-0909-ZL",27.3662981282536,10.1612983612502,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR69-0909-ZL",27.5206493977643,3.97034954199075,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR70-0909-ZL",24.1324048607534,3.49320982774957,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR7-0909-ZL",17.4088411541411,-3.54658565438147,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR73-0909-ZL",25.2633637878736,9.06766665565396,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR75-0909-ZL",23.8749569522915,2.12038823160667,"CD4_C02-ANXA1","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR76-0909-ZL",27.1662471821288,10.0964993893782,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR80-0909-ZL",24.940433470002,1.88465825979932,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR82-0909-ZL",27.0618528551478,13.2106257025692,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR88-0909-ZL",26.6727010284921,9.39734970473348,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR9-0909-ZL",23.6603751204023,4.36534614114944,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR92-0909-ZL",26.4477061870868,12.8515160151612,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR93-0909-ZL",27.4837821716342,12.8116721794051,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"PTR95-0909-ZL",26.722079748469,12.4115571340578,"CD4_C10-IKZF2","P0909","PTR","CD4","diverse","log2(TPM + 1)"
"TTC287-0909-ZL",-21.0384896432948,-5.62455569823286,"CD8_C04-GZMK","P0909","TTC","CD8","diverse","log2(TPM + 1)"
"TTH10-0909-ZL",2.78027647164939,-8.98739275630672,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH1-0909-ZL",-17.6619151197854,9.52083211382726,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH11-0909-ZL",-7.34872258628961,2.68835292528741,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH13-0909-ZL",-14.7618363052031,7.70753060923067,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH16-0909-ZL",-1.92102021107745,26.8901691393302,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH17-0909-ZL",-14.8670688518712,8.22329399994595,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH18-0909-ZL",-2.5180722583842,-15.7416324469553,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH19-0909-ZL",-15.3865511809387,9.28916635718924,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH20-0909-ZL",-16.6921440976753,10.7006811091012,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH2-0909-ZL",-2.08462045234727,-15.9642435974528,"CD4_C05-CXCR6","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH21-0909-ZL",-0.0746977281778593,27.0825306005586,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH22-0909-ZL",-15.2513421185164,9.67843865857778,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH23-0909-ZL",1.35942330116416,27.6543009526317,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH24-0909-ZL",-5.17885334811962,22.9027765256766,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH25-0909-ZL",-2.00581794415896,30.3459918957327,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH26-0909-ZL",12.8890085941913,5.43094888075945,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH28-0909-ZL",-18.7629687519484,12.1671142110061,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH30-0909-ZL",-16.8521215605313,12.783988945358,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH31-0909-ZL",-16.8435710818802,9.38281771022586,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH32-0909-ZL",12.1766880335156,4.73944295593525,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH33-0909-ZL",-17.1815316724449,13.3223364796274,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH34-0909-ZL",1.74151224781471,27.3525981848338,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH37-0909-ZL",9.59167260709991,14.2258344586893,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH38-0909-ZL",-13.7526391436947,13.4519111150337,"CD4_C07-GZMK","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH4-0909-ZL",-17.3707714359324,9.76801925287822,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH41-0909-ZL",-18.9070293037925,10.2513383353014,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH44-0909-ZL",7.46599955300787,10.8555500414815,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH45-0909-ZL",-17.5117216367278,11.7271545810902,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH47-0909-ZL",-17.1117129600012,12.5162254679258,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH48-0909-ZL",-19.6340665650197,8.34401610651395,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH5-0909-ZL",-23.0315010602695,8.53405678948479,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH51-0909-ZL",-20.1725238428055,11.3633502580324,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH52-0909-ZL",0.36830750180518,28.2137051189874,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH53-0909-ZL",-14.4468770358963,14.0438817406195,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH55-0909-ZL",-16.7297362642059,15.6151105591305,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH56-0909-ZL",11.244639338403,5.07951802623684,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH57-0909-ZL",7.4616014941048,10.8628109427046,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH59-0909-ZL",6.50572132073765,3.95070161294475,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH60-0909-ZL",-0.147776178415137,31.1400529038746,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH6-0909-ZL",-2.13719044495243,28.1049543462427,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH61-0909-ZL",8.23745304634693,14.491034466099,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH62-0909-ZL",-19.0357808405969,8.8927904713605,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH64-0909-ZL",1.42219674889827,28.5991125270412,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH66-0909-ZL",4.56696833232585,32.6952924187096,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH67-0909-ZL",15.2259177062108,7.81416872585636,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH68-0909-ZL",-2.10464027719721,26.9636206295908,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH69-0909-ZL",-1.39309355575917,27.3961454379163,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH7-0909-ZL",-7.46082713084229,27.597273807986,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH71-0909-ZL",-16.3156861565575,11.5677427242306,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH72-0909-ZL",-18.4481634856253,10.5984295787798,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH73-0909-ZL",-17.3149810658178,14.478159088003,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH74-0909-ZL",-15.4697372177764,8.50737779724335,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH75-0909-ZL",-18.3215262180215,6.93405776991997,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH76-0909-ZL",-21.9154979167532,6.79453269913303,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH77-0909-ZL",-17.6052788090683,13.428887085545,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH79-0909-ZL",1.24102463526829,1.87517883500581,"CD4_C05-CXCR6","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH80-0909-ZL",-2.12009177749868,27.9128465695443,"CD4_C12-CCR8","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH81-0909-ZL",9.48227107534562,8.13493697471963,"CD4_C11-IL10","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH84-0909-ZL",14.596755216747,7.15592605745878,"CD4_C04-TCF7","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH85-0909-ZL",-23.5661474549108,9.81730600755254,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH88-0909-ZL",-17.3095653487269,12.2777171455624,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH89-0909-ZL",-2.62168187490799,8.24396607232507,"CD4_C08-IL23R","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH90-0909-ZL",-17.705380391771,6.62710918272592,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH91-0909-ZL",-18.2796144616901,7.14475000307889,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTH96-0909-ZL",-21.5092968934537,8.08076012271983,"CD4_C09-CXCL13","P0909","TTH","CD4","diverse","log2(TPM + 1)"
"TTR10-0909-ZL",-1.0428193935707,28.5622747957347,"CD4_C12-CCR8","P0909","TTR","CD4","diverse","log2(TPM + 1)"
"TTR1-0909-ZL",-3.21211560031887,31.7184038671735,"CD4_C12-CCR8","P0909","TTR","CD4","diverse","log2(TPM + 1)"
"TTR12-0909-ZL",-14.5025813996505,7.46400338239086,"CD4_C09-CXCL13","P0909","TTR","CD4","diverse","log2(TPM + 1)"
